name,category,phone_public,phone_raw_public_source,phone_status,email_public,website,website_verified,whatsapp_public,whatsapp_status,contact_consent,current_1405_exhibitor_status,source_period,source_url,recommended_next_step
تجهیز موعود,ماشین‌آلات,02155361641,21 55361641,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تهران رابر,صنایع وابسته در و پنجره — نیازمند بررسی,02146837692,21 46837692-3,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
توسعه سرمایه گذاری دارابی,صنایع وابسته در و پنجره — نیازمند بررسی,01133543474,11 33543474,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
توسعه ماشین آلات صنعت شیشه خاجی,شیشه,02188325678,21 88325678,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تولیدی و صنعتی دیوا,صنایع وابسته در و پنجره — نیازمند بررسی,02122761133,21 22761133,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تکسان در هگمتانه,صنایع وابسته در و پنجره — نیازمند بررسی,02144203414,21 44203414,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تکنما پی وی سی سپاهان,صنایع وابسته در و پنجره — نیازمند بررسی,03136703822,31 36703822,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تکنوساخت,صنایع وابسته در و پنجره — نیازمند بررسی,02144380745,21 44380745,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
تکین درخشان صد دروازه,صنایع وابسته در و پنجره — نیازمند بررسی,02177391254,21 77391254,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
جهان پروفیل پارس,پروفیل,02188603201,21 88603201,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
جهان گستر فنر نورد,صنایع وابسته در و پنجره — نیازمند بررسی,02136425039,21 36425039,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
حامیان صنعت آلومینیوم,آلومینیوم,02144495689,21 44495689,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
داتیس البرر,صنایع وابسته در و پنجره — نیازمند بررسی,02188628164,21 88628164,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دانش دیاموند,صنایع وابسته در و پنجره — نیازمند بررسی,03133608350,31 33608350,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
درب ضدحریق پارس جوان,درب,02156450883,21 56450883,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دربیران,درب,02156457555,21 56457555,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دستگیره بیسان,یراق‌آلات و ابزار,02165730746,21 65730746,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دژینه درب ایرانیان,درب,02188207272,21 88207272,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دیاکوپروفیل,پروفیل,02122985207,21 22985207,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
دیجی بست,صنایع وابسته در و پنجره — نیازمند بررسی,02155445578,21 55445578,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
راسا چوب,چوب,02188694818,21 88694818,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
روزن برگ آلومینیوم (برند بندینی Bendini),آلومینیوم,02188370011,21 88370011-18,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
روشن پگاه آرین,صنایع وابسته در و پنجره — نیازمند بررسی,02144380651,21 44380651,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
زرینه نقش مهشاد,صنایع وابسته در و پنجره — نیازمند بررسی,02155237682,21 55237682,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
زند لاستیک,مواد اولیه و پلیمر,02144168731,21 44168731,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ساخت ایران,صنایع وابسته در و پنجره — نیازمند بررسی,02122047773,21 22047773,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سازه های پارچه ای آتا هنر پوشش,صنایع وابسته در و پنجره — نیازمند بررسی,02122135847,21 22135847,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سام آلومینیوم ایرانیان,آلومینیوم,02140440733,21 40440733,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ساکار,صنایع وابسته در و پنجره — نیازمند بررسی,02136573602,21 36573602,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سبزین در میهن,صنایع وابسته در و پنجره — نیازمند بررسی,02156457144,21 56457144,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سرزمین گلهای pvc,پنجره و UPVC/PVC,02155240226,21 55240226,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سنادرب ایران,درب,02165296385,21 65296385,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سپ پلاستیک,مواد اولیه و پلیمر,02166780863,21 66780863,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سپهر تجارت بین الملل دریا,صنایع وابسته در و پنجره — نیازمند بررسی,02144840152,21 44840152,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سکو ایران,صنایع وابسته در و پنجره — نیازمند بررسی,02188803215,21 88803215,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سکویا چوب اطلس(گیتی پسند),چوب,03136937000,31 36937000,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سیستم گستر سینا,صنایع وابسته در و پنجره — نیازمند بررسی,08138218906,81 38218906,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سیم فام پروفیل,پروفیل,02155445683,21 55445683,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سینا درب تبریز,درب,04134217220,41 34217220,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
سینا چوب,چوب,02156865350,21 56865350,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت آلومینیوم کوپال اصفهان,آلومینیوم,03142290414,31 42290414,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت آکپا ایران کیش,صنایع وابسته در و پنجره — نیازمند بررسی,04132466095,41 32466095,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت ایران الکس آلومینیوم (IRAN ALEX),آلومینیوم,02156231405,21 56231405,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت تعاونی آراد پنجره ایرانیان,پنجره و UPVC/PVC,01734408626,17 34408626,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت تولیدی ملامین و پی وی سی افرا (ماوی),صنایع وابسته در و پنجره — نیازمند بررسی,02122287848,21 22287848,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت تولیدی نایس درب آرتا سبلان,درب,04533259134,45 33259134,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت شیشه نوآوران سپنتا,شیشه,02156804738,21 56804738- 56804745,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت صنایع لاستیکی پارمیدا,مواد اولیه و پلیمر,02188028911,21 88028911,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت فنی و مهندسی پرشیا جام,شیشه,02636201621,26 36201621,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت مهندسی صنعت دوام شیمی,مواد اولیه و پلیمر,02188654827,21 88654827,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت نوین الماس کاسپین پدیده پاسارگاد,پنجره و UPVC/PVC,02833688148,28 33688148,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت هگمتان درب امیر,درب,08134384030,81 34384030,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت پارسا پیشرو,صنایع وابسته در و پنجره — نیازمند بررسی,02122303058,21 22303058,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت پروفیل صنعت ارارات,پروفیل,02144201222,21 44201222,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت کاسپین پروفیل,پروفیل,02636884052,26 36884052,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شرکت یکتا آلومینیوم پارس( آلتک),آلومینیوم,08634131001,86 34131001-5,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شهر درب ایرانیان,درب,02166153316,21 66153316,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شیشه ایمنی خراسان,شیشه,05136516131,51 36516131,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شیشه ایمنی شرق نوین,پنجره و UPVC/PVC,05136674960,51 36674960,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شیمی معدنی همدان,مواد اولیه و پلیمر,02126656411,21 26656411,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
شینا,صنایع وابسته در و پنجره — نیازمند بررسی,02144467713,21 44467713,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع آلومینیوم ابسکون,آلومینیوم,02188759207,21 88759207,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع آلومینیوم ماندگار هیرکان,آلومینیوم,08633554610,86 33554610-14,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع آلومینیوم والاد,آلومینیوم,02186015603,21 86015603,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع تولیدی پارسیان,صنایع وابسته در و پنجره — نیازمند بررسی,02176262371,21 76262371,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع هوای فشرده تبریز,صنایع وابسته در و پنجره — نیازمند بررسی,04132459497,41 32459497-8,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوب دُرساج,چوب,02156456299,21 56456299,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوبی ایران پارس,چوب,02156456844,21 56456844,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوبی هنر,چوب,02177805161,21 77805161,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنعتی عایق پلاست خوانسار,مواد اولیه و پلیمر,03157775582,31 57775582,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
طلا پروفیل ارس,پروفیل,04142030622,41 42030622,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
